2054,3274
2126,3171
2129,3043
2162,2963
2131,2879
2112,2854
2057,2958
1962,3090
1843,3165
1691,3289
1689,3509
1635,3647
1587,3712
1559,3725
1439,3754
1342,3794
1360,4065
1480,4364
1801,4316
1987,4118
2198,3892
2403,3670
2591,3410
2802,3175
3029,2999
3113,2875
3293,2849
3019,2886
3384,2965
3423,3215
3400,3735
3339,4407
3306,4679
3238,4742
3137,4858
2974,4876
2811,4836
2646,4827
2406,4760
2210,4739
2014,4930
1895,5317
1692,5093
1576,4729
1590,4355
1541,4045
1396,3682
1416,3306
1553,3047
1415,2927
1416,2880
1384,2882
1466,2963
1510,3172
1841,3669
2163,4307
2368,4576
2612,4633
2960,4729
3153,4730
3348,4677
3455,4676
3492,4635
3440,4637
3438,4910
3429,5220
3339,5036
3032,4648
2805,4274
2731,4024
2822,3756
2954,3507
2997,3269
3298,3172
3424,3105
3330,3065
3382,3063
3491,3113
3578,3230
3535,3539
3418,3811
3315,3950
3133,4146
2896,4122
2556,4026
2180,3927
1799,3869
1686,3901
1857,4334
2012,4803
2169,4703
2197,4317
2187,3994
2126,3757
2015,3471
1992,3244
1975,3049
1808,2872
1732,2781
1726,2812
1578,2796
1473,2869
1288,2970
1102,3200
954,3462
872,3721
799,3940
836,4101
913,4105
829,4044
973,4016
1102,4005
1294,4392
1209,4923
1245,4805
1237,4463
1393,4107
1431,3828
1746,3534
1810,3326
1669,3130
1646,3010
1837,2952
2219,2963
2577,3056
3032,3352
3284,4099
3511,4956
3621,5260
3672,5248
3743,5348
3638,5323
3466,5196
3427,5195
3345,5154
3262,5043
3219,5226
3197,5579
3168,5325
3107,4981
3052,4546
3020,4288
3056,3947
2979,3545
2795,3332
2770,3214
2866,3127
2904,3163
3132,3230
3397,3510
3523,4136
3609,4872
3685,5175
3675,5122
3638,5171
3644,5125
3681,5036
3648,5039
3574,5016
3521,4941
3505,5130
3555,5547
3586,5315
3654,4981
3684,4616
3606,4332
3478,3983
3304,3561
3273,3287
3329,3177
3316,3123
3342,3133
3220,3190
3128,3442
3022,4071
2944,4862
2926,5142
2835,5066
2802,5139
2824,5121
2953,5008
3150,5018
3103,4996
2978,4859
3008,5098
3191,5574
3208,5341
3174,4976
3115,4606
2982,4287
2806,3901
2474,3471
1973,3217
1707,3094
1638,3068
1417,3050
1123,3114
1007,3343
1028,4036
1393,4933
1678,5288
2079,5315
2563,5404
2996,5432
3228,5348
3296,5361
3346,5327
3291,5164
3255,5295
3203,5644
3358,5357
3810,5062
3902,4787
3949,4507
3895,4171
3786,3793
3630,3535
3471,3378
3343,3301
3282,3312
3206,3382
3157,3640
3168,4268
3085,5044
3068,5310
2969,5239
2958,5282
3040,5229
3155,5133
3127,4987
3000,4817
2839,4734
2752,4990
2722,5394
2774,5209
2759,4800
2668,4348
2677,4073
2575,3768
2383,3415
2506,3238
2477,3163
2526,3059
2514,3027
2406,3041
2508,3096
2519,3284
2535,3609
2571,4002
2553,4295
2383,4484
2201,4538
2145,4390
2323,4331
2186,4270
2367,4209
2539,4449
2851,4891
3024,4740
3237,4409
3438,4143
3649,3990
3767,3779
3779,3559
3601,3289
3613,3117
3620,3022
3653,3028
3623,3016
3704,3100
3786,3252
3802,3504
3777,3794
3737,4028
3620,4124
3308,4167
3110,4139
2937,4087
2602,4072
1838,4006
1318,4365
1305,5025
1000,4942
778,4625
621,4304
457,4037
436,3767
434,3440
595,3182
877,3081
1087,3088
1260,3140
1499,3233
1923,3500
2412,4223
2898,5066
3220,5373
3363,5361
3382,5485
3327,5503
3182,5435
2918,5415
2663,5352
2425,5243
2164,5392
1837,5729
1641,5515
1465,5191
1365,4758
1108,4436
831,4042
636,3648
454,3383
305,3225
237,3137
222,3155
187,3243
141,3520
199,4236
219,5006
230,5290
223,5193
192,5261
171,5216
134,5160
121,5204
133,5151
190,5015
261,5196
284,5575
351,5321
449,5007
593,4636
676,4319
711,3954
681,3571
794,3322
859,3171
871,3083
975,3093
996,3208
1088,3451
1197,4175
1302,4955
1416,5230
1475,5181
1546,5288
1580,5268
1642,5197
1640,5219
1659,5081
1768,4977
1917,5194
2076,5575
2305,5359
2446,5031
2574,4671
2659,4366
2751,3970
2822,3599
2824,3340
2966,3248
3087,3223
3156,3258
3161,3333
3137,3603
3150,4275
3208,5092
3336,5399
3472,5391
3516,5441
3569,5457
3589,5384
3587,5373
3653,5315
3737,5243
3805,5443
3893,5804
3961,5592
4017,5257
4063,4920
4110,4619
4105,4281
3954,3890
3687,3632
3339,3423
3037,3330
2860,3326
2641,3396
2401,3586
2254,4246
2193,5039
2196,5328
2230,5303
2271,5400
2279,5369
2319,5240
2326,5133
2313,4974
2327,4865
2354,5099
2375,5504
2457,5351
2474,4905
2504,4500
2440,4203
2494,3901
2575,3608
2652,3355
2688,3207
2728,3148
2763,3127
2810,3140
2851,3208
2901,3452
2936,3771
2960,4097
2999,4352
3072,4563
3107,4627
3096,4586
3209,4547
3345,4557
3432,4562
3593,4835
3793,5223
3905,5086
3947,4714
4013,4435
4061,4184
4159,3979
4170,3724
4205,3518
4250,3363
4287,3298
4313,3247
4353,3270
4389,3343
4408,3495
4457,3811
4493,4099
4494,4372
4432,4520
4423,4632
4423,4636
4421,4589
4413,4567
4453,4631
4459,4908
4396,5331
4385,5228
4435,4949
4426,4609
4374,4361
4313,4052
4255,3778
4171,3567
4114,3449
4099,3385
4104,3428
4082,3539
4018,3792
4002,4458
3967,5310
3894,5611
3824,5644
3696,5704
3651,5742
3507,5655
3421,5633
3441,5589
3424,5421
3352,5580
3287,5977
3253,5737
3184,5391
3077,5005
3070,4670
2957,4261
2823,3879
2652,3588
2495,3428
2375,3349
2181,3372
2037,3462
1983,3707
1860,4443
1778,5255
1788,5506
1805,5523
1804,5631
1803,5592
1752,5492
1792,5521
1877,5450
1869,5343
1913,5476
2050,5889
2176,5646
2228,5286
2153,4926
2143,4616
2191,4216
2274,3824
2365,3575
2360,3417
2429,3354
2496,3367
2656,3476
2830,3758
3028,4439
3197,5236
3262,5510
3272,5547
3225,5690
3187,5679
3144,5593
3104,5603
3097,5506
3141,5387
3144,5477
3132,5905
3216,5701
3186,5365
3240,4997
3318,4652
3397,4330
3411,3988
3290,3678
3204,3584
3147,3538
3106,3551
3149,3634
3185,3856
3248,4533
3334,5358
3371,5654
3538,5718
3605,5841
3620,5812
3659,5728
3764,5738
3778,5635
3738,5463
3713,5569
3832,6024
3899,5837
3889,5498
3869,5155
3847,4878
3852,4479
3807,4095
3846,3830
3764,3691
3691,3655
3613,3657
3458,3730
3343,3939
3265,4603
3187,5388
3132,5595
3172,5574
3480,5698
3668,5652
3655,5485
3575,5319
3430,5177
3136,5094
2838,5218
2783,5762
2815,5630
2875,5154
3098,4787
3207,4467
3289,4218
3070,3978
2780,3699
2717,3546
2603,3414
2636,3426
2874,3437
3108,3533
3225,3721
3336,4052
3339,4345
3396,4607
3480,4749
3574,4791
3587,4723
3542,4631
3500,4580
3601,4599
3858,4888
3972,5449
4024,5346
4121,4998
4128,4707
4133,4480
4127,4237
4050,4006
3913,3787
3780,3600
3693,3508
3545,3455
3471,3476
3461,3595
3461,3783
3269,3997
3163,4258
3209,4539
3214,4697
3266,4743
3234,4782
3313,4737
3455,4776
3431,4843
3414,5088
3392,5398
3555,5281
3647,5069
3758,4842
3887,4600
3975,4314
3988,4020
3966,3806
3960,3685
3864,3591
3818,3599
3828,3718
3808,3981
3841,4678
3860,5472
3762,5742
3627,5708
3486,5760
3307,5715
3054,5609
2812,5569
2663,5496
2541,5316
2279,5372
2215,5900
2208,5744
2085,5410
2042,5019
2071,4731
2034,4335
2109,3954
2220,3701
2374,3575
2441,3502
2576,3549
2669,3612
2746,3843
2824,4534
2837,5313
2888,5572
2959,5595
2975,5693
2992,5706
2945,5538
2920,5546
3004,5471
3139,5363
3379,5483
3327,6023
3417,5868
3216,5489
3065,5103
2932,4758
2730,4368
2631,4038
2666,3734
2789,3665
2893,3603
2882,3626
2924,3713
3020,3997
3043,4639
3059,5422
3113,5646
3112,5742
3114,5863
3178,5854
3233,5700
3321,5721
3460,5674
3360,5475
3293,5550
3217,6099
3129,5913
3036,5576
2939,5202
2771,4849
2553,4457
2412,4028
2392,3770
2345,3663
2382,3627
2463,3649
2544,3740
2600,4017
2649,4640
2622,5421
2597,5636
2574,5668
2724,5827
2753,5816
2723,5677
2579,5645
2467,5555
2377,5402
2322,5511
2227,6031
2180,5900
2045,5501
1964,5129
1822,4808
1698,4381
1688,4000
1660,3732
1762,3585
1783,3547
1897,3549
1949,3617
2256,3880
2593,4565
2715,5427
2506,5621
2193,5632
1979,5697
1867,5657
1573,5463
1444,5318
1320,5129
1242,4996
1162,5111
1105,5594
1138,5508
1216,5151
1271,4777
1246,4423
1204,4111
1167,3852
1315,3601
1556,3432
1906,3364
2122,3380
2333,3401
2568,3496
2756,3695
2964,4019
3127,4349
3185,4561
3287,4704
3355,4715
3348,4654
3286,4574
3217,4533
3233,4514
3232,4719
3099,5233
2973,5114
2830,4697
2636,4355
2514,4074
2466,3812
2331,3580
2300,3399
2379,3241
2433,3154
2494,3122
2432,3113
2357,3174
2406,3355
2505,3623
2579,3893
2573,4041
2610,4045
2523,4004
2488,3956
2428,3964
2310,3942
2218,3980
2141,4198
2119,4936
2087,4983
1995,4667
1923,4293
1790,4045
1547,3732
1501,3430
1382,3258
1208,3134
1096,3111
928,3147
801,3260
795,3563
708,4298
575,5088
594,5249
534,5231
380,5267
245,5217
230,5137
290,5142
407,5034
555,4878
744,4947
1150,5568
1440,5503
1786,5181
2061,4767
2258,4445
2302,4076
2258,3681
2235,3442
2254,3297
2303,3270
2373,3288
2260,3346
2092,3640
1773,4348
1509,5152
1335,5335
1261,5339
1107,5408
1075,5362
962,5265
861,5245
815,5151
807,5027
888,5085
965,5671
1063,5508
980,5162
953,4779
833,4455
750,4086
726,3688
695,3392
682,3248
706,3208
788,3281
945,3387
1103,3610
1342,4336
1513,5129
1550,5288
1687,5256
1737,5294
1803,5279
1778,5142
1864,5094
1976,5008
1936,4885
2073,4947
2220,5548
2120,5466
2023,5088
1942,4747
1934,4442
1861,4046
1825,3693
1875,3498
1956,3397
2157,3349
2280,3358
2388,3450
2431,3694
2601,4342
2757,5188
2821,5340
2862,5335
2975,5394
3104,5361
3242,5339
3252,5319
3133,5189
2927,5014
2758,5062
2571,5566
2444,5407
2336,5026
2271,4659
2204,4341
2044,3991
2029,3704
2020,3467
2050,3372
2236,3340
2586,3379
2989,3518
3163,3745
3340,4395
3508,5198
3482,5419
3375,5456
3233,5512
3083,5470
3003,5213
3001,5096
2817,4917
2508,4780
2490,4937
2757,5368
2996,5268
3287,4813
3627,4488
3796,4259
3789,3999
3641,3696
3441,3452
3277,3281
3038,3200
2782,3177
2558,3177
2452,3311
2354,3484
2341,3739
2504,3998
2751,4260
2963,4403
3137,4386
3167,4347
3222,4355
3291,4300
3359,4321
3332,4450
3390,4933
3455,4892
3317,4522
3262,4244
3176,4026
2928,3748
2738,3477
2613,3266
2618,3112
2630,3019
2760,3008
2755,3003
2760,3057
2961,3281
3163,3590
3341,3828
3552,4117
3639,4280
3721,4316
3809,4267
3838,4198
3809,4132
3792,4126
3839,4294
4039,4928
4146,4985
4072,4708
4003,4380
3898,4161
3790,3883
3631,3586
3418,3359
3234,3253
3032,3207
2767,3159
2433,3217
2234,3433
2113,4033
2000,4763
1933,5008
1929,4974
1903,5068
2067,5277
1827,5193
1289,4935
1112,4885
811,4709
604,4696
587,5243
661,5228
755,4940
883,4569
1042,4351
1114,4013
1057,3657
1029,3414
851,3267
863,3218
725,3211
617,3282
627,3547
598,4200
542,4941
532,5193
523,5231
585,5332
632,5361
535,5248
500,5305
498,5107
478,4962
595,5015
743,5508
940,5445
1117,5110
1359,4720
1741,4426
2315,4112
2379,3799
2425,3516
2418,3385
2105,3334
1790,3304
1654,3357
1843,3582
1909,4215
2084,4943
2014,5175
2021,5270
1934,5331
2073,5292
2353,5138
2359,5134
2249,5063
2213,4886
2074,4851
1986,5369
2250,5410
2763,5037
3273,4723
3586,4509
3792,4232
3923,3914
4027,3712
4015,3593
3914,3513
3836,3535
3744,3606
3606,3813
3557,4392
3442,5017
3272,5239
3186,5327
3359,5358
3424,5244
3349,5107
3038,5055
2775,4940
2466,4735
2319,4736
2321,5174
2344,5229
2186,4881
1865,4516
1562,4195
1331,3870
1192,3533
1127,3327
1101,3276
1241,3230
1356,3224
1388,3299
1439,3484
1565,4073
1622,4766
1885,4982
2058,5045
2228,5095
2307,5056
2256,4882
2185,4704
2102,4549
1997,4414
1950,4532
1798,5043
1873,5071
2053,4666
2434,4280
2843,4047
3294,3895
3625,3688
4004,3509
4247,3376
4258,3271
4196,3264
4199,3283
4245,3365
4175,3573
4114,3817
4109,4082
4078,4310
4086,4410
4141,4402
4102,4350
4034,4279
4043,4230
3991,4219
3949,4344
3987,4817
3945,4909
4059,4546
4143,4270
4214,4065
4195,3823
4154,3689
4088,3489
4010,3305
3741,3111
3916,3176
4021,3180
3999,3234
3680,3408
3564,3642
3868,3909
3924,4135
4088,4244
4174,4292
3916,4158
3993,4108
3978,4129
3950,4108
4029,4293
3946,4819
3770,4904
3680,4605
3597,4284
3526,4037
3464,3788
3326,3484
3207,3270
3202,3162
3183,3123
3140,3163
3093,3237
3032,3509
2792,4163
2641,4854
2470,4999
2492,5034
2404,5112
2419,5024
2452,4960
2346,4951
2106,4837
1786,4624
1439,4619
1164,5086
1129,5291
1088,4976
1141,4589
1071,4255
906,3866
869,3501
740,3261
717,3144
766,3096
801,3077
818,3163
886,3468
1000,4196
1181,4903
1268,5123
1443,5145
1392,5207
1349,5177
1429,5063
1374,5084
1175,4971
1087,4802
1102,4801
1200,5255
1414,5341
1547,4996
1586,4645
1490,4322
1249,3953
993,3593
727,3471
583,3390
420,3092
307,3108
216,3193
192,3460
231,4181
233,4887
195,5077
207,5136
236,5237
252,5189
306,5117
337,5121
388,4985
388,4831
396,4833
327,5208
407,5294
520,4969
523,4635
538,4296
749,3921
833,3523
825,3292
835,3120
825,3073
686,3115
509,3190
497,3436
469,4148
519,4856
651,5054
720,5092
868,5138
1051,5104
1261,5040
1453,5077
1637,4972
1950,4834
2316,4827
2638,5349
2962,5332
3193,5021
3248,4668
3261,4391
3185,4093
3074,3746
2966,3466
2884,3316
2698,3252
2513,3240
2314,3303
2121,3492
2033,4146
1920,4841
1676,5039
1443,5035
1160,5063
946,4972
883,4823
784,4694
653,4506
740,4402
877,4464
1103,4903
1158,5030
1241,4666
1548,4288
1749,4008
1963,3720
2140,3425
2500,3235
2911,3163
3054,3119
3186,3110
3205,3158
3272,3240
3323,3453
3346,3746
3439,4021
3565,4240
3660,4404
3691,4424
3620,4367
3522,4277
3375,4185
3241,4139
3091,4201
2961,4584
2842,4768
2698,4423
2639,4100
2646,3851
2442,3593
2383,3334
2442,3142
2506,2997
2666,2931
2798,2937
2714,2938
2783,3004
3049,3248
3161,3451
3288,3786
3444,3997
3470,4141
3558,4071
3626,4023
3662,4004
3706,4027
3638,3983
3546,4074
3645,4563
3708,4865
3806,4605
3869,4274
3908,4102
3818,3747
3657,3441
3469,3223
3238,3075
2989,3032
2744,3018
2472,3059
2293,3344
2181,4022
2131,4674
2125,4875
2234,4863
2390,4967
2607,4931
2938,4837
3195,4903
3352,4813
3240,4576
3052,4540
3022,5032
2939,5236
2733,4906
2551,4524
2377,4198
2103,3791
1943,3421
1963,3176
1880,3093
1826,3059
1736,3087
1622,3206
1525,3415
1510,4153
1617,4818
1682,4984
1620,4978
1533,4966
1536,4878
1694,4411
1832,4794
1447,4876
1487,4142
1813,4470
1903,4904
1865,5074
1829,4791
1727,4496
1594,4182
1414,3813
1253,3435
1019,3154
874,3019
777,2978
792,3011
773,3132
841,3409
883,4139
990,4787
843,4928
735,4928
706,4972
818,4934
749,4803
722,4847
669,4730
634,4567
660,4674
603,4921
578,5066
617,4819
633,4506
619,4208
556,3883
522,3499
499,3266
493,3124
504,3066
528,3076
583,3164
642,3450
700,4186
800,4810
872,4994
981,5039
1063,5106
1277,5103
1537,4990
1619,4953
1619,4857
1545,4679
1483,4659
1487,4979
1678,5173
1885,4914
1937,4577
1793,4255
1685,3857
1560,3465
1568,3213
1542,3087
1274,3051
1076,3062
854,3144
779,3405
700,4091
588,4696
470,4880
443,4892
422,4969
402,4902
343,4804
293,4702
229,4511
259,4375
413,4449
410,4790
311,4938
417,4643
411,4272
386,4023
362,3726
265,3425
226,3190
194,3041
144,2965
131,2954
91,2968
78,3047
54,3264
41,3537
49,3871
44,4065
27,4132
21,4116
17,4045
13,3972
18,3897
37,3867
75,3945
142,4341
274,4628
370,4372
461,4032
545,3793
636,3561
750,3300
817,3068
